ID	b	se	OR	lower_ci	upper_ci	p	Qstat	Qpval	fstat_adiposity	fstat_protein	exposure	mediator	cancer	group	adiposity	protein	protein_name	gene	uni_prot	ensembl_gene_ID	entrez_gene_ID	HGNC_ID
BMI_4261_55_proximal_Male	0.073728404868985	0.149759721058741	1.07651438972195	0.802678797311481	1.44376958150636	0.62305309632343	206.1595499298	0.261560353992353	28.1707319916693	1.42163266594626	4261_55	BMI	proximal	Male	BMI	paraoxonase 1	Serum paraoxonase/arylesterase 1	PON1	P27169	ENSG00000005421	5444	HGNC:9204
BMI_4261_55_rectal_Female	-0.0113506744128161	0.0858212833650057	0.988713501449391	0.835637485431879	1.16983070409185	0.894893725942335	275.046513535348	0.0248610374614214	19.2205189974216	1.32037532342646	BMI	4261_55	rectal	Female	BMI	paraoxonase 1	Serum paraoxonase/arylesterase 1	PON1	P27169	ENSG00000005421	5444	HGNC:9204
BMI_4261_55_rectal_Female	0.251635965431271	0.159737683696051	1.28612775709154	0.940400063668122	1.75895841723919	0.116548122416304	275.046513535348	0.0248610374614214	19.2205189974216	1.32037532342646	4261_55	BMI	rectal	Female	BMI	paraoxonase 1	Serum paraoxonase/arylesterase 1	PON1	P27169	ENSG00000005421	5444	HGNC:9204
BMI_4374_45_overall_Male	0.21194382182125	0.0539183592502728	1.23607844249225	1.11211525572346	1.3738593262981	0.000116613214208898	297.245473552728	7.75617994353571e-06	60.6061123261284	16.1478597381643	BMI	4374_45	overall	Male	BMI	MIC-1	Growth/differentiation factor 15	GDF15	Q99988	ENSG00000130513	9518	HGNC:30142
BMI_4374_45_overall_Male	0.0980684120934441	0.0381396944369388	1.10303824368274	1.02358852110028	1.18865475915932	0.0108578817184413	297.245473552728	7.75617994353571e-06	60.6061123261284	16.1478597381643	4374_45	BMI	overall	Male	BMI	MIC-1	Growth/differentiation factor 15	GDF15	Q99988	ENSG00000130513	9518	HGNC:30142
BMI_4560_34_distal_Female	0.0663890888270735	0.0786457751934972	1.0686424331164	0.915983772064086	1.24674332088171	0.399453356501591	240.014650610947	0.32816427813826	16.0677867832043	1.21918855060711	BMI	4560_34	distal	Female	BMI	LCK	Tyrosine-protein kinase Lck	LCK	P06239	ENSG00000182866	3932	HGNC:6524
BMI_4560_34_distal_Female	0.288347168294216	0.152658304554215	1.33422042275696	0.989195681857466	1.79958745185693	0.06016062216204	240.014650610947	0.32816427813826	16.0677867832043	1.21918855060711	4560_34	BMI	distal	Female	BMI	LCK	Tyrosine-protein kinase Lck	LCK	P06239	ENSG00000182866	3932	HGNC:6524
BMI_4708_3_proximal_Female	0.213973724280363	0.0757445022425316	1.23859010951942	1.06770821884764	1.43682087701361	0.00514070803279201	288.69424995473	0.0058855176259519	49.3884335825343	1.58994216747308	BMI	4708_3	proximal	Female	BMI	17-beta-HSD 1	Estradiol 17-beta-dehydrogenase 1	HSD17B1	P14061	ENSG00000108786	3292	HGNC:5210
BMI_4708_3_proximal_Female	0.0118469124320972	0.135709100280973	1.01191736503959	0.775580944901624	1.32027064408932	0.930511235639602	288.69424995473	0.0058855176259519	49.3884335825343	1.58994216747308	4708_3	BMI	proximal	Female	BMI	17-beta-HSD 1	Estradiol 17-beta-dehydrogenase 1	HSD17B1	P14061	ENSG00000108786	3292	HGNC:5210
BMI_4717_55_proximal_Female	0.19722300854446	0.0762096524137321	1.21801563831512	1.04901548377323	1.41424232352027	0.0102656637552565	286.867260980189	0.00723377236844973	28.283262022534	1.52838281943617	BMI	4717_55	proximal	Female	BMI	IL-3	Interleukin-3	IL3	P08700	ENSG00000164399	3562	HGNC:6011
BMI_4717_55_proximal_Female	0.138980236119202	0.136320194104109	1.1491013890763	0.879670965451652	1.50105443311878	0.309021358436607	286.867260980189	0.00723377236844973	28.283262022534	1.52838281943617	4717_55	BMI	proximal	Female	BMI	IL-3	Interleukin-3	IL3	P08700	ENSG00000164399	3562	HGNC:6011
BMI_4763_31_rectal_Male	0.0967510951787734	0.0783623678311826	1.10158614939098	0.944746023538797	1.28446377576123	0.218397472754219	280.298535840047	0.000153813732405064	64.5179806005579	5.57116818997089	BMI	4763_31	rectal	Male	BMI	Afamin	Afamin	AFM	P43652	ENSG00000079557	173	HGNC:316
BMI_4763_31_rectal_Male	0.175405237473231	0.0691776147600577	1.19172905204407	1.04062044036258	1.36478016229531	0.0119869760871553	280.298535840047	0.000153813732405064	64.5179806005579	5.57116818997089	4763_31	BMI	rectal	Male	BMI	Afamin	Afamin	AFM	P43652	ENSG00000079557	173	HGNC:316
BMI_4931_59_colon_Male	0.236776635399905	0.0627867643444731	1.26715804791194	1.12043228241686	1.43309822787719	0.000215102540543613	247.768488635667	0.00627704613483175	60.0144870058571	2.01021152976577	BMI	4931_59	colon	Male	BMI	TF	Tissue Factor	F3	P13726	ENSG00000117525	2152	HGNC:3541
BMI_4931_59_colon_Male	0.339632213094995	0.0963148562067459	1.40443096424759	1.16282814617882	1.69623201830728	0.000524772026102777	247.768488635667	0.00627704613483175	60.0144870058571	2.01021152976577	4931_59	BMI	colon	Male	BMI	TF	Tissue Factor	F3	P13726	ENSG00000117525	2152	HGNC:3541
BMI_4931_59_distal_Male	0.191316177108176	0.0801599743218199	1.21084223216038	1.03479426319612	1.41684097344601	0.0179526440974801	251.889214318509	0.00375527682135877	60.0144870058571	2.01021152976577	BMI	4931_59	distal	Male	BMI	TF	Tissue Factor	F3	P13726	ENSG00000117525	2152	HGNC:3541
BMI_4931_59_distal_Male	0.276121419856126	0.123021244238659	1.31800788664011	1.03561948215257	1.67739678442011	0.0259178939186459	251.889214318509	0.00375527682135877	60.0144870058571	2.01021152976577	4931_59	BMI	distal	Male	BMI	TF	Tissue Factor	F3	P13726	ENSG00000117525	2152	HGNC:3541
BMI_4960_72_proximal_Sex-combined	0.201662736054527	0.051655042807946	1.22343531790016	1.10563391824939	1.35378804175564	0.000109584084024111	576.697081763651	5.7862399441761e-06	61.1280497639478	1.53453662576533	BMI	4960_72	proximal	Sex-combined	BMI	annexin I	Annexin A1	ANXA1	P04083	ENSG00000135046	301	HGNC:533
BMI_4960_72_proximal_Sex-combined	0.052862642780781	0.0721230823706976	1.05428482154195	0.915304393382461	1.21436813039451	0.463982545240637	576.697081763651	5.7862399441761e-06	61.1280497639478	1.53453662576533	4960_72	BMI	proximal	Sex-combined	BMI	annexin I	Annexin A1	ANXA1	P04083	ENSG00000135046	301	HGNC:533
BMI_4995_16_rectal_Female	-0.00596226740069747	0.0825782165059763	0.994055471643097	0.845509756188705	1.1686988511615	0.942503261113409	273.320694482089	0.0359095576080721	63.965431421437	3.65204643751933	BMI	4995_16	rectal	Female	BMI	HPG-	15-hydroxyprostaglandin dehydrogenase [NAD(+)]	HPGD	P15428	ENSG00000164120	3248	HGNC:5154
BMI_4995_16_rectal_Female	0.231373184276759	0.101686533811956	1.26032948684733	1.03258728313629	1.53830135365633	0.0237897226767099	273.320694482089	0.0359095576080721	63.965431421437	3.65204643751933	4995_16	BMI	rectal	Female	BMI	HPG-	15-hydroxyprostaglandin dehydrogenase [NAD(+)]	HPGD	P15428	ENSG00000164120	3248	HGNC:5154
BMI_5006_71_distal_Male	0.197288489537481	0.0812112142378185	1.21809539779997	1.03885018441947	1.42826792582283	0.0160332122650117	257.450142337825	0.00154922361930032	30.7188062859083	2.53950489387562	BMI	5006_71	distal	Male	BMI	MK13	Mitogen-activated protein kinase 13	MAPK13	O15264	ENSG00000156711	5603	HGNC:6875
BMI_5006_71_distal_Male	0.210190805282521	0.122876254277157	1.23391347470599	0.969818194792309	1.56992565332007	0.0887473078116213	257.450142337825	0.00154922361930032	30.7188062859083	2.53950489387562	5006_71	BMI	distal	Male	BMI	MK13	Mitogen-activated protein kinase 13	MAPK13	O15264	ENSG00000156711	5603	HGNC:6875
BMI_5006_71_rectal_Female	-0.00469189434699301	0.0845340892547406	0.995319095395001	0.8433453733877	1.17467900212515	0.955785519645123	276.063103090673	0.0225123972361094	25.863731659793	2.46195781151407	BMI	5006_71	rectal	Female	BMI	MK13	Mitogen-activated protein kinase 13	MAPK13	O15264	ENSG00000156711	5603	HGNC:6875
BMI_5006_71_rectal_Female	0.18423472707345	0.1182944042836	1.2022980018689	0.953493848628305	1.51602497213535	0.120732549755075	276.063103090673	0.0225123972361094	25.863731659793	2.46195781151407	5006_71	BMI	rectal	Female	BMI	MK13	Mitogen-activated protein kinase 13	MAPK13	O15264	ENSG00000156711	5603	HGNC:6875
BMI_5031_10_proximal_Female	0.203473407594885	0.0761916940025503	1.22565256415832	1.05562993903809	1.42305949506957	0.00810869957244603	288.125306712456	0.00627870075871481	24.5905535590071	1.60082548138341	BMI	5031_10	proximal	Female	BMI	SPTA2	Spectrin alpha chain, non-erythrocytic 1	SPTAN1	Q13813	ENSG00000197694	6709	HGNC:11273
BMI_5031_10_proximal_Female	0.0917126861032966	0.135987788771922	1.0960498664793	0.839605298854892	1.43082149606219	0.500716723267908	288.125306712456	0.00627870075871481	24.5905535590071	1.60082548138341	5031_10	BMI	proximal	Female	BMI	SPTA2	Spectrin alpha chain, non-erythrocytic 1	SPTAN1	Q13813	ENSG00000197694	6709	HGNC:11273
BMI_5035_7_proximal_Female	0.195912218505433	0.0766792246637232	1.21642012147128	1.0466775802253	1.41369027088714	0.0112570989094514	286.746800148197	0.00829403067899866	25.1469605294714	1.68857299622142	BMI	5035_7	proximal	Female	BMI	TS	Thymidylate synthase	TYMS	P04818	ENSG00000176890	7298	HGNC:12441
BMI_5035_7_proximal_Female	0.162360424878613	0.157975400267622	1.17628412699063	0.863059746050185	1.60318489391074	0.305129592506878	286.746800148197	0.00829403067899866	25.1469605294714	1.68857299622142	5035_7	BMI	proximal	Female	BMI	TS	Thymidylate synthase	TYMS	P04818	ENSG00000176890	7298	HGNC:12441
BMI_5098_79_proximal_Female	0.201998531819337	0.0763089611397027	1.2238462112827	1.05383191923443	1.42128884268291	0.00867447257740201	288.005351738908	0.00636457528155693	27.764035631569	1.75900274546528	BMI	5098_79	proximal	Female	BMI	KLRF1	Killer cell lectin-like receptor subfamily F member 1	KLRF1	Q9NZS2	ENSG00000150045	51348	HGNC:13342
BMI_5098_79_proximal_Female	0.0940437018610349	0.127623675880054	1.09860775607159	0.855474748396119	1.41084117791141	0.461938094296945	288.005351738908	0.00636457528155693	27.764035631569	1.75900274546528	5098_79	BMI	proximal	Female	BMI	KLRF1	Killer cell lectin-like receptor subfamily F member 1	KLRF1	Q9NZS2	ENSG00000150045	51348	HGNC:13342
BMI_5339_49_overall_Sex-combined	0.143629353075141	0.0393317622359741	1.15445613360021	1.06880275247605	1.24697373890513	0.000292110240688302	746.621609554165	8.52282273176664e-19	8.4170134736753	1.15251174072771	BMI	5339_49	overall	Sex-combined	BMI	calgranulin B	Protein S100-A9	S100A9	P06702	ENSG00000163220	6280	HGNC:10499
BMI_5339_49_overall_Sex-combined	0.0108277516828774	0.0629550476226111	1.01088658393473	0.893540032131746	1.14364398776994	0.863523780523211	746.621609554165	8.52282273176664e-19	8.4170134736753	1.15251174072771	5339_49	BMI	overall	Sex-combined	BMI	calgranulin B	Protein S100-A9	S100A9	P06702	ENSG00000163220	6280	HGNC:10499
BMI_5339_49_rectal_Female	0.0485089594747131	0.0902871511109219	1.0497047765816	0.879454142396122	1.25291367094603	0.591593129500343	279.528508796037	0.0158929708756392	5.85141761583495	1.403682279354	BMI	5339_49	rectal	Female	BMI	calgranulin B	Protein S100-A9	S100A9	P06702	ENSG00000163220	6280	HGNC:10499
BMI_5339_49_rectal_Female	-0.0784925437195318	0.156062409762504	0.924508953303905	0.680876141436324	1.25531907012638	0.615472257461823	279.528508796037	0.0158929708756392	5.85141761583495	1.403682279354	5339_49	BMI	rectal	Female	BMI	calgranulin B	Protein S100-A9	S100A9	P06702	ENSG00000163220	6280	HGNC:10499
BMI_5339_49_rectal_Male	0.109480461026464	0.0808734298153952	1.11569827112318	0.952151173207199	1.30733718259713	0.177390771029918	263.996056978521	0.000616219106706823	9.35341738639231	1.30602700185422	BMI	5339_49	rectal	Male	BMI	calgranulin B	Protein S100-A9	S100A9	P06702	ENSG00000163220	6280	HGNC:10499
BMI_5339_49_rectal_Male	0.209108843093941	0.162770558095938	1.23257914895755	0.895904505138105	1.69577376799854	0.200426484121875	263.996056978521	0.000616219106706823	9.35341738639231	1.30602700185422	5339_49	BMI	rectal	Male	BMI	calgranulin B	Protein S100-A9	S100A9	P06702	ENSG00000163220	6280	HGNC:10499
BMI_5339_49_rectal_Sex-combined	0.0734873306062528	0.0544412388454972	1.0762549010884	0.967328145224382	1.19744744101095	0.177765518501147	586.366719034756	1.61025218098434e-06	8.4170134736753	1.15251174072771	BMI	5339_49	rectal	Sex-combined	BMI	calgranulin B	Protein S100-A9	S100A9	P06702	ENSG00000163220	6280	HGNC:10499
BMI_5339_49_rectal_Sex-combined	0.0170730919697319	0.087133051960459	1.01721967019744	0.857522646933455	1.20665717825278	0.844746245977452	586.366719034756	1.61025218098434e-06	8.4170134736753	1.15251174072771	5339_49	BMI	rectal	Sex-combined	BMI	calgranulin B	Protein S100-A9	S100A9	P06702	ENSG00000163220	6280	HGNC:10499
BMI_5352_11_proximal_Female	0.194764060096907	0.0783191445672547	1.21502427995744	1.04212149742006	1.41661409398124	0.0135943073874044	287.772883368348	0.00653402967122611	13.6467484590987	1.74786539606256	BMI	5352_11	proximal	Female	BMI	HVEM	Tumor necrosis factor receptor superfamily member 14	TNFRSF14	Q92956	ENSG00000157873	8764	HGNC:11912
BMI_5352_11_proximal_Female	0.105042118610983	0.130172317033082	1.11075739292902	0.860625677075779	1.43358723636808	0.420523683065797	287.772883368348	0.00653402967122611	13.6467484590987	1.74786539606256	5352_11	BMI	proximal	Female	BMI	HVEM	Tumor necrosis factor receptor superfamily member 14	TNFRSF14	Q92956	ENSG00000157873	8764	HGNC:11912
BMI_5355_69_rectal_Female	0.0280882950341184	0.0839968279292724	1.02848649066228	0.872366637398866	1.21254575327273	0.738382033442384	279.861887821603	0.0153570981626085	45.9416770261496	2.15750060581447	BMI	5355_69	rectal	Female	BMI	LIGHT	Tumor necrosis factor ligand superfamily member 14	TNFSF14	O43557	ENSG00000125735	8740	HGNC:11930
BMI_5355_69_rectal_Female	0.0146752266474169	0.127090728601102	1.01478343647259	0.79102745593125	1.30183271796399	0.908172103342185	279.861887821603	0.0153570981626085	45.9416770261496	2.15750060581447	5355_69	BMI	rectal	Female	BMI	LIGHT	Tumor necrosis factor ligand superfamily member 14	TNFSF14	O43557	ENSG00000125735	8740	HGNC:11930
BMI_5484_63_distal_Sex-combined	0.16157540048504	0.0533749190227071	1.17536107761271	1.05861405698738	1.30498329740522	0.00261414374116337	589.509502347869	1.4397425127677e-06	23.3104792855783	1.95826165411372	BMI	5484_63	distal	Sex-combined	BMI	RS3A	40S ribosomal protein S3a	RPS3A	P61247	ENSG00000145425	6189	HGNC:10421
BMI_5484_63_distal_Sex-combined	0.0523947214063517	0.0693189195779643	1.05379161453926	0.919918351758062	1.20714709599067	0.45014529484624	589.509502347869	1.4397425127677e-06	23.3104792855783	1.95826165411372	5484_63	BMI	distal	Sex-combined	BMI	RS3A	40S ribosomal protein S3a	RPS3A	P61247	ENSG00000145425	6189	HGNC:10421
BMI_5484_63_proximal_Female	0.187856449752168	0.0767958548098978	1.2066602865332	1.03804234044867	1.40266826348052	0.0151754740798	286.239596035255	0.00989209861387631	23.966818044153	2.56435417375666	BMI	5484_63	proximal	Female	BMI	RS3A	40S ribosomal protein S3a	RPS3A	P61247	ENSG00000145425	6189	HGNC:10421
BMI_5484_63_proximal_Female	0.154783780881118	0.106366778344984	1.16740551842207	0.947721018163447	1.43801352752869	0.146957090861856	286.239596035255	0.00989209861387631	23.966818044153	2.56435417375666	5484_63	BMI	proximal	Female	BMI	RS3A	40S ribosomal protein S3a	RPS3A	P61247	ENSG00000145425	6189	HGNC:10421
BMI_5490_53_colon_Female	0.153295762732381	0.0602807430295242	1.16566968961639	1.0357704090532	1.31186005451966	0.0116405556178185	276.754340728526	0.0210275631892389	13.3541064044766	1.3514349878354	BMI	5490_53	colon	Female	BMI	Testican-1	Testican-1	SPOCK1	Q08629	ENSG00000152377	6695	HGNC:11251
BMI_5490_53_colon_Female	0.113682992091538	0.11071321211868	1.12039689390563	0.901842935119521	1.3919155442594	0.305572700263701	276.754340728526	0.0210275631892389	13.3541064044766	1.3514349878354	5490_53	BMI	colon	Female	BMI	Testican-1	Testican-1	SPOCK1	Q08629	ENSG00000152377	6695	HGNC:11251
BMI_5490_53_colon_Sex-combined	0.18565398158045	0.0421011629958803	1.20400558018429	1.10864184390443	1.30757236440723	1.30535515818699e-05	646.725144194179	1.65006703300224e-10	22.7803168910986	1.22579233899324	BMI	5490_53	colon	Sex-combined	BMI	Testican-1	Testican-1	SPOCK1	Q08629	ENSG00000152377	6695	HGNC:11251
BMI_5490_53_colon_Sex-combined	0.0680075127699251	0.0678043803845456	1.07037334991728	0.937171415427972	1.22250752568028	0.316419178019993	646.725144194179	1.65006703300224e-10	22.7803168910986	1.22579233899324	5490_53	BMI	colon	Sex-combined	BMI	Testican-1	Testican-1	SPOCK1	Q08629	ENSG00000152377	6695	HGNC:11251
BMI_5490_53_overall_Female	0.0813471121575653	0.0534365402178667	1.08474736022204	0.976882884523719	1.20452190753898	0.129292631986946	304.308993153853	0.000859229699815174	13.3541064044766	1.3514349878354	BMI	5490_53	overall	Female	BMI	Testican-1	Testican-1	SPOCK1	Q08629	ENSG00000152377	6695	HGNC:11251
BMI_5490_53_overall_Female	0.152952568639758	0.0978876953924162	1.16526970730468	0.961839853786967	1.41172512806136	0.119525938218837	304.308993153853	0.000859229699815174	13.3541064044766	1.3514349878354	5490_53	BMI	overall	Female	BMI	Testican-1	Testican-1	SPOCK1	Q08629	ENSG00000152377	6695	HGNC:11251
BMI_5490_53_proximal_Female	0.190025349592022	0.0768573575482858	1.20928025202974	1.04017079829336	1.40588327450497	0.0141377627551325	284.988524845327	0.00890503471901801	13.3541064044766	1.3514349878354	BMI	5490_53	proximal	Female	BMI	Testican-1	Testican-1	SPOCK1	Q08629	ENSG00000152377	6695	HGNC:11251
BMI_5490_53_proximal_Female	0.17343272406779	0.140955242737731	1.1893806673848	0.902271729835097	1.56784960136926	0.21978973658724	284.988524845327	0.00890503471901801	13.3541064044766	1.3514349878354	5490_53	BMI	proximal	Female	BMI	Testican-1	Testican-1	SPOCK1	Q08629	ENSG00000152377	6695	HGNC:11251
BMI_5526_53_distal_Male	0.216204456545892	0.0804724365915852	1.24135615644853	1.06022217034416	1.45343603468738	0.0078393412468775	259.157025520609	0.0012246400280892	39.4371251489909	2.86397764513258	BMI	5526_53	distal	Male	BMI	GITR	Tumor necrosis factor receptor superfamily member 18	TNFRSF18	Q9Y5U5	ENSG00000186891	8784	HGNC:11914
BMI_5526_53_distal_Male	0.0864659984831971	0.11925960050149	1.0903142947477	0.863049856431398	1.37742362445508	0.469306798248586	259.157025520609	0.0012246400280892	39.4371251489909	2.86397764513258	5526_53	BMI	distal	Male	BMI	GITR	Tumor necrosis factor receptor superfamily member 18	TNFRSF18	Q9Y5U5	ENSG00000186891	8784	HGNC:11914
BMI_5590_11_overall_Sex-combined	0.144503272104327	0.0376572348795081	1.15546547576115	1.07325393198518	1.24397444620252	0.000142760867351814	744.652653326793	1.29239199977662e-18	27.9557910720394	1.27153616676156	BMI	5590_11	overall	Sex-combined	BMI	ZPLD1	Zona pellucida-like domain-containing protein 1	ZPLD1	Q8TCW7	ENSG00000170044	131368	HGNC:27022
BMI_5590_11_overall_Sex-combined	0.0154335507812753	0.0594039510001967	1.01555326309527	0.903934666132426	1.14095461632882	0.795135438118632	744.652653326793	1.29239199977662e-18	27.9557910720394	1.27153616676156	5590_11	BMI	overall	Sex-combined	BMI	ZPLD1	Zona pellucida-like domain-containing protein 1	ZPLD1	Q8TCW7	ENSG00000170044	131368	HGNC:27022
BMI_5599_88_colon_Female	0.150456863549236	0.0617860175479325	1.16236516371403	1.02979141204485	1.31200625487164	0.015641326226697	278.41603786454	0.0178020847728732	36.9161845770769	1.56518034291613	BMI	5599_88	colon	Female	BMI	PCYXL	Prenylcysteine oxidase-like	PCYOX1L	Q8NBM8	ENSG00000145882	78991	HGNC:28477
BMI_5599_88_colon_Female	0.110224637552608	0.108562994866603	1.11652885659959	0.902525050488877	1.38127654954763	0.311017747117203	278.41603786454	0.0178020847728732	36.9161845770769	1.56518034291613	5599_88	BMI	colon	Female	BMI	PCYXL	Prenylcysteine oxidase-like	PCYOX1L	Q8NBM8	ENSG00000145882	78991	HGNC:28477
BMI_5599_88_distal_Male	0.20119410664592	0.0814195473798315	1.22286211445115	1.04248969920287	1.43444271161947	0.014328461314395	257.362192022707	0.00156794505803595	47.0434096642577	1.61987602636221	BMI	5599_88	distal	Male	BMI	PCYXL	Prenylcysteine oxidase-like	PCYOX1L	Q8NBM8	ENSG00000145882	78991	HGNC:28477
BMI_5599_88_distal_Male	0.220186712189885	0.157414700598124	1.24630941002388	0.915443985825502	1.69675826108945	0.163470906917553	257.362192022707	0.00156794505803595	47.0434096642577	1.61987602636221	5599_88	BMI	distal	Male	BMI	PCYXL	Prenylcysteine oxidase-like	PCYOX1L	Q8NBM8	ENSG00000145882	78991	HGNC:28477
BMI_5599_88_overall_Female	0.0758088485964793	0.0547505000519433	1.07875634865766	0.968988891046553	1.20095830872978	0.167497710925027	305.573483611204	0.000726292408548524	36.9161845770769	1.56518034291613	BMI	5599_88	overall	Female	BMI	PCYXL	Prenylcysteine oxidase-like	PCYOX1L	Q8NBM8	ENSG00000145882	78991	HGNC:28477
BMI_5599_88_overall_Female	0.158428091083175	0.0963304078575894	1.17166766784297	0.970077311272779	1.4151502235089	0.101399949623159	305.573483611204	0.000726292408548524	36.9161845770769	1.56518034291613	5599_88	BMI	overall	Female	BMI	PCYXL	Prenylcysteine oxidase-like	PCYOX1L	Q8NBM8	ENSG00000145882	78991	HGNC:28477
BMI_5599_88_overall_Sex-combined	0.151489434864009	0.0378705199143915	1.16356600851162	1.08032639798345	1.25321926659466	7.4343802008841e-05	746.961759377977	7.93016531441308e-19	40.5493554941846	1.3706999378017	BMI	5599_88	overall	Sex-combined	BMI	PCYXL	Prenylcysteine oxidase-like	PCYOX1L	Q8NBM8	ENSG00000145882	78991	HGNC:28477
BMI_5599_88_overall_Sex-combined	-0.0333799649111857	0.0589884156041564	0.967170998720708	0.861571476036375	1.08571345127368	0.571771076085428	746.961759377977	7.93016531441308e-19	40.5493554941846	1.3706999378017	5599_88	BMI	overall	Sex-combined	BMI	PCYXL	Prenylcysteine oxidase-like	PCYOX1L	Q8NBM8	ENSG00000145882	78991	HGNC:28477
BMI_5610_32_proximal_Female	0.188827774388447	0.0751137746788986	1.2078329148063	1.04248238328223	1.39941007491781	0.0126105711597005	285.270353050206	0.0123389189628984	60.8556045804232	2.0924937557085	BMI	5610_32	proximal	Female	BMI	CJ038	Protein FAM171A1	FAM171A1	Q5VUB5	ENSG00000148468	221061	HGNC:23522
BMI_5610_32_proximal_Female	0.232744618368306	0.120674632392195	1.26205913144787	0.996229465264861	1.59882166388993	0.054973220978405	285.270353050206	0.0123389189628984	60.8556045804232	2.0924937557085	5610_32	BMI	proximal	Female	BMI	CJ038	Protein FAM171A1	FAM171A1	Q5VUB5	ENSG00000148468	221061	HGNC:23522
BMI_5611_56_proximal_Female	0.179624704698018	0.0762910634999613	1.19676813737141	1.0305516281991	1.38979351973885	0.0193839013246185	281.079443691176	0.0135328932218264	20.7287778069068	1.3352116268446	BMI	5611_56	proximal	Female	BMI	D108B	Beta-defensin 108B	DEFB108B	Q8NET1	ENSG00000184276	245911	HGNC:29966
BMI_5611_56_proximal_Female	0.273548091348866	0.15160171797666	1.31462057956879	0.97668482282825	1.76948307973215	0.0724675939872739	281.079443691176	0.0135328932218264	20.7287778069068	1.3352116268446	5611_56	BMI	proximal	Female	BMI	D108B	Beta-defensin 108B	DEFB108B	Q8NET1	ENSG00000184276	245911	HGNC:29966
BMI_5615_62_proximal_Female	0.204227598474567	0.0756979098327471	1.22657728880949	1.05744930811678	1.42275552489848	0.00748978969764525	288.014514134474	0.00635797870956572	30.7463694528757	1.32794491741697	BMI	5615_62	proximal	Female	BMI	F172A	Protein FAM172A	FAM172A	Q8WUF8	ENSG00000113391	83989	HGNC:25365
BMI_5615_62_proximal_Female	0.120185179291163	0.139600869106347	1.12770565998004	0.857758640233292	1.48260827218847	0.390170972162605	288.014514134474	0.00635797870956572	30.7463694528757	1.32794491741697	5615_62	BMI	proximal	Female	BMI	F172A	Protein FAM172A	FAM172A	Q8WUF8	ENSG00000113391	83989	HGNC:25365
BMI_5657_28_colon_Female	0.159173259768367	0.0581996804850681	1.172541083279	1.04613444095116	1.31422170818413	0.00671051267175525	280.34265200612	0.0252414206107141	52.1328635570947	6.96455216701473	BMI	5657_28	colon	Female	BMI	SIA4A	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1	ST3GAL1	Q11201	ENSG00000008513	6482	HGNC:10862
BMI_5657_28_colon_Female	-0.0702871779054081	0.0492060691600417	0.932126095445847	0.846427207473534	1.02650180681756	0.154486098664874	280.34265200612	0.0252414206107141	52.1328635570947	6.96455216701473	5657_28	BMI	colon	Female	BMI	SIA4A	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1	ST3GAL1	Q11201	ENSG00000008513	6482	HGNC:10862
BMI_5657_28_proximal_Female	0.193217272442217	0.0742623389122946	1.21314634815633	1.0488172368621	1.40322261145157	0.00985699420794467	288.821351274151	0.0107072746827256	52.1328635570947	6.96455216701473	BMI	5657_28	proximal	Female	BMI	SIA4A	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1	ST3GAL1	Q11201	ENSG00000008513	6482	HGNC:10862
BMI_5657_28_proximal_Female	-0.149236164599181	0.0626405619610305	0.861365666798837	0.761845373317262	0.973886352698012	0.0179888998979629	288.821351274151	0.0107072746827256	52.1328635570947	6.96455216701473	5657_28	BMI	proximal	Female	BMI	SIA4A	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1	ST3GAL1	Q11201	ENSG00000008513	6482	HGNC:10862
BMI_5679_16_proximal_Female	0.192279983772599	0.0765365735720668	1.2120098125438	1.04317432443193	1.4081709559928	0.0126760844979765	285.673255230054	0.00825948740145983	33.3927120965173	1.40106384671188	BMI	5679_16	proximal	Female	BMI	HBD-3	Beta-defensin 103	DEFB103A	P81534	ENSG00000177243	414325	HGNC:15967
BMI_5679_16_proximal_Female	0.178243461420052	0.140425191560491	1.19511625051781	0.907565159754362	1.57377444131762	0.205601455573611	285.673255230054	0.00825948740145983	33.3927120965173	1.40106384671188	5679_16	BMI	proximal	Female	BMI	HBD-3	Beta-defensin 103	DEFB103A	P81534	ENSG00000177243	414325	HGNC:15967
BMI_5756_66_distal_Male	0.217512069414495	0.0810120810430051	1.24298043146323	1.06048716330593	1.45687793917675	0.00787913806946003	259.589509846633	0.00115312893062844	31.4435320264801	1.76084715047357	BMI	5756_66	distal	Male	BMI	PAPP2	Pappalysin-2	PAPPA2	Q9BXP8	ENSG00000116183	60676	HGNC:14615
BMI_5756_66_distal_Male	0.0749617629921811	0.147562509015425	1.07784293660789	0.807137892599104	1.43933943214402	0.612027453346731	259.589509846633	0.00115312893062844	31.4435320264801	1.76084715047357	5756_66	BMI	distal	Male	BMI	PAPP2	Pappalysin-2	PAPPA2	Q9BXP8	ENSG00000116183	60676	HGNC:14615
